gene	rTS_Plac1	e13.5_KO	e18.5_KO
ENSRNOG00000006369	0	0	1
ENSRNOG00000006419	0	0	1
ENSRNOG00000006526	0	0	1
ENSRNOG00000006582	0	0	1
ENSRNOG00000006631	0	0	1
ENSRNOG00000006646	0	0	1
ENSRNOG00000006681	0	0	1
ENSRNOG00000006814	0	0	1
ENSRNOG00000006857	0	0	1
ENSRNOG00000006916	0	0	1
ENSRNOG00000006926	0	0	1
ENSRNOG00000006950	0	0	1
ENSRNOG00000007069	0	0	1
ENSRNOG00000007152	0	0	1
ENSRNOG00000007212	0	0	1
ENSRNOG00000007270	0	0	1
ENSRNOG00000007281	0	0	1
ENSRNOG00000007304	0	0	1
ENSRNOG00000007319	0	0	1
ENSRNOG00000007338	0	0	1
ENSRNOG00000007356	0	0	1
ENSRNOG00000007440	0	0	1
ENSRNOG00000007441	0	0	1
ENSRNOG00000007457	0	0	1
ENSRNOG00000007484	0	0	1
ENSRNOG00000007519	0	0	1
ENSRNOG00000007529	0	0	1
ENSRNOG00000007542	0	0	1
ENSRNOG00000007568	0	0	1
ENSRNOG00000007575	0	0	1
ENSRNOG00000007657	0	0	1
ENSRNOG00000007675	0	0	1
ENSRNOG00000007743	0	0	1
ENSRNOG00000007779	0	0	1
ENSRNOG00000007816	0	0	1
ENSRNOG00000007886	0	0	1
ENSRNOG00000007920	0	0	1
ENSRNOG00000007964	0	0	1
ENSRNOG00000007981	0	0	1
ENSRNOG00000007989	0	0	1
ENSRNOG00000008027	0	0	1
ENSRNOG00000008034	0	0	1
ENSRNOG00000008088	0	0	1
ENSRNOG00000008159	0	0	1
ENSRNOG00000008176	0	0	1
ENSRNOG00000008190	0	0	1
ENSRNOG00000008218	0	0	1
ENSRNOG00000008223	0	0	1
ENSRNOG00000008239	0	0	1
ENSRNOG00000008320	0	0	1
ENSRNOG00000008332	0	0	1
ENSRNOG00000008465	0	0	1
ENSRNOG00000008467	0	0	1
ENSRNOG00000008510	0	0	1
ENSRNOG00000008534	0	0	1
ENSRNOG00000008560	0	0	1
ENSRNOG00000008575	0	0	1
ENSRNOG00000008602	0	0	1
ENSRNOG00000008628	0	0	1
ENSRNOG00000008712	0	0	1
ENSRNOG00000008759	0	0	1
ENSRNOG00000008775	0	0	1
ENSRNOG00000008807	0	0	1
ENSRNOG00000008911	0	0	1
ENSRNOG00000008936	0	0	1
ENSRNOG00000009019	0	0	1
ENSRNOG00000009085	0	0	1
ENSRNOG00000009184	0	0	1
ENSRNOG00000009195	0	0	1
ENSRNOG00000009300	0	0	1
ENSRNOG00000009325	0	0	1
ENSRNOG00000009342	0	0	1
ENSRNOG00000009348	0	0	1
ENSRNOG00000009436	0	0	1
ENSRNOG00000009453	0	0	1
ENSRNOG00000009513	0	0	1
ENSRNOG00000009565	0	0	1
ENSRNOG00000009589	0	0	1
ENSRNOG00000009700	0	0	1
ENSRNOG00000009787	0	0	1
ENSRNOG00000009797	0	0	1
ENSRNOG00000010037	0	0	1
ENSRNOG00000010077	0	0	1
ENSRNOG00000010262	0	0	1
ENSRNOG00000010270	0	0	1
ENSRNOG00000010332	0	0	1
ENSRNOG00000010453	0	0	1
ENSRNOG00000010490	0	0	1
ENSRNOG00000010513	0	0	1
ENSRNOG00000010574	0	0	1
ENSRNOG00000010580	0	0	1
ENSRNOG00000010593	0	0	1
ENSRNOG00000010777	0	0	1
ENSRNOG00000010932	0	0	1
ENSRNOG00000011280	0	0	1
ENSRNOG00000011530	0	0	1
ENSRNOG00000011648	0	0	1
ENSRNOG00000011652	0	0	1
ENSRNOG00000011791	0	0	1
ENSRNOG00000011796	0	0	1
ENSRNOG00000011808	0	0	1
ENSRNOG00000011824	0	0	1
ENSRNOG00000011830	0	0	1
ENSRNOG00000011905	0	0	1
ENSRNOG00000011981	0	0	1
ENSRNOG00000012035	0	0	1
ENSRNOG00000012297	0	0	1
ENSRNOG00000012364	0	0	1
ENSRNOG00000012531	0	0	1
ENSRNOG00000012580	0	0	1
ENSRNOG00000012616	0	0	1
ENSRNOG00000012960	0	0	1
ENSRNOG00000013069	0	0	1
ENSRNOG00000013074	0	0	1
ENSRNOG00000013102	0	0	1
ENSRNOG00000013141	0	0	1
ENSRNOG00000013166	0	0	1
ENSRNOG00000013231	0	0	1
ENSRNOG00000013437	0	0	1
ENSRNOG00000013517	0	0	1
ENSRNOG00000013973	0	0	1
ENSRNOG00000014034	0	0	1
ENSRNOG00000014083	0	0	1
ENSRNOG00000014090	0	0	1
ENSRNOG00000014230	0	0	1
ENSRNOG00000014241	0	0	1
ENSRNOG00000014268	0	0	1
ENSRNOG00000014274	0	0	1
ENSRNOG00000014338	0	0	1
ENSRNOG00000014387	0	0	1
ENSRNOG00000014480	0	0	1
ENSRNOG00000014532	0	0	1
ENSRNOG00000014710	0	0	1
ENSRNOG00000014869	0	0	1
ENSRNOG00000014899	0	0	1
ENSRNOG00000015294	0	0	1
ENSRNOG00000015445	0	0	1
ENSRNOG00000015455	0	0	1
ENSRNOG00000015505	0	0	1
ENSRNOG00000015514	0	0	1
ENSRNOG00000015599	0	0	1
ENSRNOG00000015642	0	0	1
ENSRNOG00000015850	0	0	1
ENSRNOG00000015903	0	0	1
ENSRNOG00000015991	0	0	1
ENSRNOG00000016062	0	0	1
ENSRNOG00000016143	0	0	1
ENSRNOG00000016182	0	0	1
ENSRNOG00000016248	0	0	1
ENSRNOG00000016255	0	0	1
ENSRNOG00000016288	0	0	1
ENSRNOG00000016484	0	0	1
ENSRNOG00000016543	0	0	1
ENSRNOG00000016547	0	0	1
ENSRNOG00000016551	0	0	1
ENSRNOG00000016575	0	0	1
ENSRNOG00000016678	0	0	1
ENSRNOG00000016692	0	0	1
ENSRNOG00000016708	0	0	1
ENSRNOG00000016734	0	0	1
ENSRNOG00000016794	0	0	1
ENSRNOG00000016945	0	0	1
ENSRNOG00000017017	0	0	1
ENSRNOG00000017024	0	0	1
ENSRNOG00000017037	0	0	1
ENSRNOG00000017052	0	0	1
ENSRNOG00000017123	0	0	1
ENSRNOG00000017132	0	0	1
ENSRNOG00000017253	0	0	1
ENSRNOG00000017279	0	0	1
ENSRNOG00000017283	0	0	1
ENSRNOG00000017291	0	0	1
ENSRNOG00000017395	0	0	1
ENSRNOG00000017477	0	0	1
ENSRNOG00000017523	0	0	1
ENSRNOG00000017640	0	0	1
ENSRNOG00000017780	0	0	1
ENSRNOG00000017805	0	0	1
ENSRNOG00000017808	0	0	1
ENSRNOG00000017911	0	0	1
ENSRNOG00000018005	0	0	1
ENSRNOG00000018145	0	0	1
ENSRNOG00000018231	0	0	1
ENSRNOG00000018427	0	0	1
ENSRNOG00000018457	0	0	1
ENSRNOG00000018488	0	0	1
ENSRNOG00000018574	0	0	1
ENSRNOG00000018791	0	0	1
ENSRNOG00000019099	0	0	1
ENSRNOG00000019203	0	0	1
ENSRNOG00000019244	0	0	1
ENSRNOG00000019322	0	0	1
ENSRNOG00000019388	0	0	1
ENSRNOG00000019716	0	0	1
ENSRNOG00000020225	0	0	1
ENSRNOG00000020302	0	0	1
ENSRNOG00000021225	0	0	1
ENSRNOG00000021241	0	0	1
ENSRNOG00000021242	0	0	1
ENSRNOG00000021243	0	0	1
ENSRNOG00000021255	0	0	1
ENSRNOG00000021260	0	0	1
ENSRNOG00000021268	0	0	1
ENSRNOG00000021560	0	0	1
ENSRNOG00000021614	0	0	1
ENSRNOG00000022312	0	0	1
ENSRNOG00000022681	0	0	1
ENSRNOG00000022868	0	0	1
ENSRNOG00000022938	0	0	1
ENSRNOG00000023008	0	0	1
ENSRNOG00000023285	0	0	1
ENSRNOG00000023309	0	0	1
ENSRNOG00000023337	0	0	1
ENSRNOG00000023449	0	0	1
ENSRNOG00000023679	0	0	1
ENSRNOG00000023969	0	0	1
ENSRNOG00000024595	0	0	1
ENSRNOG00000024846	0	0	1
ENSRNOG00000024986	0	0	1
ENSRNOG00000025384	0	0	1
ENSRNOG00000025498	0	0	1
ENSRNOG00000025715	0	0	1
ENSRNOG00000025735	0	0	1
ENSRNOG00000026053	0	0	1
ENSRNOG00000026306	0	0	1
ENSRNOG00000026691	0	0	1
ENSRNOG00000026705	0	0	1
ENSRNOG00000027357	0	0	1
ENSRNOG00000027617	0	0	1
ENSRNOG00000027742	0	0	1
ENSRNOG00000027869	0	0	1
ENSRNOG00000028377	0	0	1
ENSRNOG00000028526	0	0	1
ENSRNOG00000028685	0	0	1
ENSRNOG00000028896	0	0	1
ENSRNOG00000029508	0	0	1
ENSRNOG00000030155	0	0	1
ENSRNOG00000030938	0	0	1
ENSRNOG00000031004	0	0	1
ENSRNOG00000031167	0	0	1
ENSRNOG00000031275	0	0	1
ENSRNOG00000031475	0	0	1
ENSRNOG00000031536	0	0	1
ENSRNOG00000032432	0	0	1
ENSRNOG00000033100	0	0	1
ENSRNOG00000033271	0	0	1
ENSRNOG00000033348	0	0	1
ENSRNOG00000033407	0	0	1
ENSRNOG00000033835	0	0	1
ENSRNOG00000036910	0	0	1
ENSRNOG00000036925	0	0	1
ENSRNOG00000036964	0	0	1
ENSRNOG00000037076	0	0	1
ENSRNOG00000037518	0	0	1
ENSRNOG00000038471	0	0	1
ENSRNOG00000039530	0	0	1
ENSRNOG00000042526	0	0	1
ENSRNOG00000042576	0	0	1
ENSRNOG00000042787	0	0	1
ENSRNOG00000045581	0	0	1
ENSRNOG00000045771	0	0	1
ENSRNOG00000045819	0	0	1
ENSRNOG00000046028	0	0	1
ENSRNOG00000046449	0	0	1
ENSRNOG00000046699	0	0	1
ENSRNOG00000047466	0	0	1
ENSRNOG00000047686	0	0	1
ENSRNOG00000048433	0	0	1
ENSRNOG00000049280	0	0	1
ENSRNOG00000049761	0	0	1
ENSRNOG00000050404	0	0	1
ENSRNOG00000050564	0	0	1
ENSRNOG00000050792	0	0	1
ENSRNOG00000050834	0	0	1
ENSRNOG00000050983	0	0	1
ENSRNOG00000051620	0	0	1
ENSRNOG00000052445	0	0	1
ENSRNOG00000053201	0	0	1
ENSRNOG00000053362	0	0	1
ENSRNOG00000053787	0	0	1
ENSRNOG00000054217	0	0	1
ENSRNOG00000055089	0	0	1
ENSRNOG00000055103	0	0	1
ENSRNOG00000055340	0	0	1
ENSRNOG00000055936	0	0	1
ENSRNOG00000056153	0	0	1
ENSRNOG00000057096	0	0	1
ENSRNOG00000057589	0	0	1
ENSRNOG00000057740	0	0	1
ENSRNOG00000057996	0	0	1
ENSRNOG00000058156	0	0	1
ENSRNOG00000058329	0	0	1
ENSRNOG00000058476	0	0	1
ENSRNOG00000058714	0	0	1
ENSRNOG00000058755	0	0	1
ENSRNOG00000059753	0	0	1
ENSRNOG00000059870	0	0	1
ENSRNOG00000059890	0	0	1
ENSRNOG00000060381	0	0	1
ENSRNOG00000061153	0	0	1
ENSRNOG00000062415	0	0	1
ENSRNOG00000062541	0	0	1
ENSRNOG00000062943	0	0	1
ENSRNOG00000063089	0	0	1
ENSRNOG00000063262	0	0	1
ENSRNOG00000063398	0	0	1
ENSRNOG00000063524	0	0	1
ENSRNOG00000063679	0	0	1
ENSRNOG00000064238	0	0	1
ENSRNOG00000064322	0	0	1
ENSRNOG00000064442	0	0	1
ENSRNOG00000064638	0	0	1
ENSRNOG00000065765	0	0	1
ENSRNOG00000066193	0	0	1
ENSRNOG00000066328	0	0	1
ENSRNOG00000066616	0	0	1
ENSRNOG00000067048	0	0	1
ENSRNOG00000067112	0	0	1
ENSRNOG00000067966	0	0	1
ENSRNOG00000068364	0	0	1
ENSRNOG00000069267	0	0	1
ENSRNOG00000069384	0	0	1
ENSRNOG00000069591	0	0	1
ENSRNOG00000069925	0	0	1
ENSRNOG00000069945	0	0	1
ENSRNOG00000070053	0	0	1
ENSRNOG00000070709	0	0	1
ENSRNOG00000070996	0	0	1
ENSRNOG00000000201	0	0	1
ENSRNOG00000000866	0	0	1
ENSRNOG00000001465	0	0	1
ENSRNOG00000001506	0	0	1
ENSRNOG00000002451	0	0	1
ENSRNOG00000003178	0	0	1
ENSRNOG00000003187	0	0	1
ENSRNOG00000003543	0	0	1
ENSRNOG00000003759	0	0	1
ENSRNOG00000003786	0	0	1
ENSRNOG00000003809	0	0	1
ENSRNOG00000003875	0	0	1
ENSRNOG00000003988	0	0	1
ENSRNOG00000003999	0	0	1
ENSRNOG00000004048	0	0	1
ENSRNOG00000004068	0	0	1
ENSRNOG00000004084	0	0	1
ENSRNOG00000004152	0	0	1
ENSRNOG00000004158	0	0	1
ENSRNOG00000004269	0	0	1
ENSRNOG00000004292	0	0	1
ENSRNOG00000004351	0	0	1
ENSRNOG00000004362	0	0	1
ENSRNOG00000004398	0	0	1
ENSRNOG00000004411	0	0	1
ENSRNOG00000004448	0	0	1
ENSRNOG00000004482	0	0	1
ENSRNOG00000004483	0	0	1
ENSRNOG00000004498	0	0	1
ENSRNOG00000004505	0	0	1
ENSRNOG00000004519	0	0	1
ENSRNOG00000004527	0	0	1
ENSRNOG00000004542	0	0	1
ENSRNOG00000004554	0	0	1
ENSRNOG00000004603	0	0	1
ENSRNOG00000004697	0	0	1
ENSRNOG00000004754	0	0	1
ENSRNOG00000004819	0	0	1
ENSRNOG00000004839	0	0	1
ENSRNOG00000004882	0	0	1
ENSRNOG00000004936	0	0	1
ENSRNOG00000004964	0	0	1
ENSRNOG00000004996	0	0	1
ENSRNOG00000005003	0	0	1
ENSRNOG00000005063	0	0	1
ENSRNOG00000005067	0	0	1
ENSRNOG00000005101	0	0	1
ENSRNOG00000005124	0	0	1
ENSRNOG00000005126	0	0	1
ENSRNOG00000005228	0	0	1
ENSRNOG00000005323	0	0	1
ENSRNOG00000005333	0	0	1
ENSRNOG00000005639	0	0	1
ENSRNOG00000005705	0	0	1
ENSRNOG00000005736	0	0	1
ENSRNOG00000005794	0	0	1
ENSRNOG00000005931	0	0	1
ENSRNOG00000005970	0	0	1
ENSRNOG00000006068	0	0	1
ENSRNOG00000006118	0	0	1
ENSRNOG00000006403	0	0	1
ENSRNOG00000006412	0	0	1
ENSRNOG00000006483	0	0	1
ENSRNOG00000006632	0	0	1
ENSRNOG00000006670	0	0	1
ENSRNOG00000006727	0	0	1
ENSRNOG00000006736	0	0	1
ENSRNOG00000006738	0	0	1
ENSRNOG00000006744	0	0	1
ENSRNOG00000006789	0	0	1
ENSRNOG00000006797	0	0	1
ENSRNOG00000006831	0	0	1
ENSRNOG00000006865	0	0	1
ENSRNOG00000007048	0	0	1
ENSRNOG00000007078	0	0	1
ENSRNOG00000007351	0	0	1
ENSRNOG00000007364	0	0	1
ENSRNOG00000007372	0	0	1
ENSRNOG00000007459	0	0	1
ENSRNOG00000007600	0	0	1
ENSRNOG00000007613	0	0	1
ENSRNOG00000007650	0	0	1
ENSRNOG00000007660	0	0	1
ENSRNOG00000007688	0	0	1
ENSRNOG00000007733	0	0	1
ENSRNOG00000007859	0	0	1
ENSRNOG00000007884	0	0	1
ENSRNOG00000007896	0	0	1
ENSRNOG00000007905	0	0	1
ENSRNOG00000007923	0	0	1
ENSRNOG00000007934	0	0	1
ENSRNOG00000007939	0	0	1
ENSRNOG00000007970	0	0	1
ENSRNOG00000008082	0	0	1
ENSRNOG00000008138	0	0	1
ENSRNOG00000008177	0	0	1
ENSRNOG00000008217	0	0	1
ENSRNOG00000008353	0	0	1
ENSRNOG00000008415	0	0	1
ENSRNOG00000008445	0	0	1
ENSRNOG00000008478	0	0	1
ENSRNOG00000008588	0	0	1
ENSRNOG00000008620	0	0	1
ENSRNOG00000008680	0	0	1
ENSRNOG00000008683	0	0	1
ENSRNOG00000008697	0	0	1
ENSRNOG00000008737	0	0	1
ENSRNOG00000008865	0	0	1
ENSRNOG00000008885	0	0	1
ENSRNOG00000008915	0	0	1
ENSRNOG00000008965	0	0	1
ENSRNOG00000009050	0	0	1
ENSRNOG00000009448	0	0	1
ENSRNOG00000009459	0	0	1
ENSRNOG00000009539	0	0	1
ENSRNOG00000009715	0	0	1
ENSRNOG00000009773	0	0	1
ENSRNOG00000009799	0	0	1
ENSRNOG00000009965	0	0	1
ENSRNOG00000010134	0	0	1
ENSRNOG00000010165	0	0	1
ENSRNOG00000010208	0	0	1
ENSRNOG00000010252	0	0	1
ENSRNOG00000010259	0	0	1
ENSRNOG00000010434	0	0	1
ENSRNOG00000010438	0	0	1
ENSRNOG00000010447	0	0	1
ENSRNOG00000010507	0	0	1
ENSRNOG00000010537	0	0	1
ENSRNOG00000010549	0	0	1
ENSRNOG00000010642	0	0	1
ENSRNOG00000010688	0	0	1
ENSRNOG00000010711	0	0	1
ENSRNOG00000010789	0	0	1
ENSRNOG00000010940	0	0	1
ENSRNOG00000010977	0	0	1
ENSRNOG00000011094	0	0	1
ENSRNOG00000011101	0	0	1
ENSRNOG00000011136	0	0	1
ENSRNOG00000011201	0	0	1
ENSRNOG00000011214	0	0	1
ENSRNOG00000011335	0	0	1
ENSRNOG00000011394	0	0	1
ENSRNOG00000011435	0	0	1
ENSRNOG00000011500	0	0	1
ENSRNOG00000011513	0	0	1
ENSRNOG00000011716	0	0	1
ENSRNOG00000011789	0	0	1
ENSRNOG00000011820	0	0	1
ENSRNOG00000011852	0	0	1
ENSRNOG00000011914	0	0	1
ENSRNOG00000012015	0	0	1
ENSRNOG00000012062	0	0	1
ENSRNOG00000012073	0	0	1
ENSRNOG00000012094	0	0	1
ENSRNOG00000012106	0	0	1
ENSRNOG00000012208	0	0	1
ENSRNOG00000012358	0	0	1
ENSRNOG00000012386	0	0	1
ENSRNOG00000012438	0	0	1
ENSRNOG00000012480	0	0	1
ENSRNOG00000012499	0	0	1
ENSRNOG00000012787	0	0	1
ENSRNOG00000012862	0	0	1
ENSRNOG00000013042	0	0	1
ENSRNOG00000013263	0	0	1
ENSRNOG00000013265	0	0	1
ENSRNOG00000013585	0	0	1
ENSRNOG00000013690	0	0	1
ENSRNOG00000013829	0	0	1
ENSRNOG00000014064	0	0	1
ENSRNOG00000014427	0	0	1
ENSRNOG00000014543	0	0	1
ENSRNOG00000015177	0	0	1
ENSRNOG00000015189	0	0	1
ENSRNOG00000015233	0	0	1
ENSRNOG00000015538	0	0	1
ENSRNOG00000015667	0	0	1
ENSRNOG00000015750	0	0	1
ENSRNOG00000016413	0	0	1
ENSRNOG00000016469	0	0	1
ENSRNOG00000016474	0	0	1
ENSRNOG00000016512	0	0	1
ENSRNOG00000016688	0	0	1
ENSRNOG00000016968	0	0	1
ENSRNOG00000017190	0	0	1
ENSRNOG00000017332	0	0	1
ENSRNOG00000017766	0	0	1
ENSRNOG00000018373	0	0	1
ENSRNOG00000018436	0	0	1
ENSRNOG00000018778	0	0	1
ENSRNOG00000018786	0	0	1
ENSRNOG00000018797	0	0	1
ENSRNOG00000018951	0	0	1
ENSRNOG00000019321	0	0	1
ENSRNOG00000019382	0	0	1
ENSRNOG00000019390	0	0	1
ENSRNOG00000019404	0	0	1
ENSRNOG00000019428	0	0	1
ENSRNOG00000020159	0	0	1
ENSRNOG00000020249	0	0	1
ENSRNOG00000020288	0	0	1
ENSRNOG00000020579	0	0	1
ENSRNOG00000020679	0	0	1
ENSRNOG00000020901	0	0	1
ENSRNOG00000020946	0	0	1
ENSRNOG00000020948	0	0	1
ENSRNOG00000021047	0	0	1
ENSRNOG00000021420	0	0	1
ENSRNOG00000021463	0	0	1
ENSRNOG00000021688	0	0	1
ENSRNOG00000021833	0	0	1
ENSRNOG00000022417	0	0	1
ENSRNOG00000022704	0	0	1
ENSRNOG00000022772	0	0	1
ENSRNOG00000022778	0	0	1
ENSRNOG00000022871	0	0	1
ENSRNOG00000023256	0	0	1
ENSRNOG00000023828	0	0	1
ENSRNOG00000024338	0	0	1
ENSRNOG00000024503	0	0	1
ENSRNOG00000024651	0	0	1
ENSRNOG00000024870	0	0	1
ENSRNOG00000024975	0	0	1
ENSRNOG00000025053	0	0	1
ENSRNOG00000025184	0	0	1
ENSRNOG00000025383	0	0	1
ENSRNOG00000025570	0	0	1
ENSRNOG00000025592	0	0	1
ENSRNOG00000025624	0	0	1
ENSRNOG00000025736	0	0	1
ENSRNOG00000025881	0	0	1
ENSRNOG00000026112	0	0	1
ENSRNOG00000026128	0	0	1
ENSRNOG00000026171	0	0	1
ENSRNOG00000026650	0	0	1
ENSRNOG00000026702	0	0	1
ENSRNOG00000027115	0	0	1
ENSRNOG00000027295	0	0	1
ENSRNOG00000027468	0	0	1
ENSRNOG00000027880	0	0	1
ENSRNOG00000028036	0	0	1
ENSRNOG00000028085	0	0	1
ENSRNOG00000028214	0	0	1
ENSRNOG00000028390	0	0	1
ENSRNOG00000028783	0	0	1
ENSRNOG00000029028	0	0	1
ENSRNOG00000029029	0	0	1
ENSRNOG00000029172	0	0	1
ENSRNOG00000029195	0	0	1
ENSRNOG00000029535	0	0	1
ENSRNOG00000029571	0	0	1
ENSRNOG00000029911	0	0	1
ENSRNOG00000029980	0	0	1
ENSRNOG00000030118	0	0	1
ENSRNOG00000030418	0	0	1
ENSRNOG00000030625	0	0	1
ENSRNOG00000030688	0	0	1
ENSRNOG00000030759	0	0	1
ENSRNOG00000030880	0	0	1
ENSRNOG00000031093	0	0	1
ENSRNOG00000031269	0	0	1
ENSRNOG00000031342	0	0	1
ENSRNOG00000031782	0	0	1
ENSRNOG00000031915	0	0	1
ENSRNOG00000032136	0	0	1
ENSRNOG00000032202	0	0	1
ENSRNOG00000032311	0	0	1
ENSRNOG00000032364	0	0	1
ENSRNOG00000032401	0	0	1
ENSRNOG00000032472	0	0	1
ENSRNOG00000032487	0	0	1
ENSRNOG00000032552	0	0	1
ENSRNOG00000032570	0	0	1
ENSRNOG00000032626	0	0	1
ENSRNOG00000032832	0	0	1
ENSRNOG00000032871	0	0	1
ENSRNOG00000033206	0	0	1
ENSRNOG00000033397	0	0	1
ENSRNOG00000033490	0	0	1
ENSRNOG00000033697	0	0	1
ENSRNOG00000033787	0	0	1
ENSRNOG00000033970	0	0	1
ENSRNOG00000034139	0	0	1
ENSRNOG00000034236	0	0	1
ENSRNOG00000037199	0	0	1
ENSRNOG00000037911	0	0	1
ENSRNOG00000038686	0	0	1
ENSRNOG00000038720	0	0	1
ENSRNOG00000038916	0	0	1
ENSRNOG00000039107	0	0	1
ENSRNOG00000039858	0	0	1
ENSRNOG00000039861	0	0	1
ENSRNOG00000039902	0	0	1
ENSRNOG00000042726	0	0	1
ENSRNOG00000043223	0	0	1
ENSRNOG00000043233	0	0	1
ENSRNOG00000043465	0	0	1
ENSRNOG00000045779	0	0	1
ENSRNOG00000046848	0	0	1
ENSRNOG00000046918	0	0	1
ENSRNOG00000046955	0	0	1
ENSRNOG00000047088	0	0	1
ENSRNOG00000047300	0	0	1
ENSRNOG00000047606	0	0	1
ENSRNOG00000047631	0	0	1
ENSRNOG00000047768	0	0	1
ENSRNOG00000047799	0	0	1
ENSRNOG00000048812	0	0	1
ENSRNOG00000048817	0	0	1
ENSRNOG00000048924	0	0	1
ENSRNOG00000049054	0	0	1
ENSRNOG00000050155	0	0	1
ENSRNOG00000050419	0	0	1
ENSRNOG00000050465	0	0	1
ENSRNOG00000050519	0	0	1
ENSRNOG00000050761	0	0	1
ENSRNOG00000051372	0	0	1
ENSRNOG00000051536	0	0	1
ENSRNOG00000052025	0	0	1
ENSRNOG00000052499	0	0	1
ENSRNOG00000052572	0	0	1
ENSRNOG00000052634	0	0	1
ENSRNOG00000052869	0	0	1
ENSRNOG00000053034	0	0	1
ENSRNOG00000053040	0	0	1
ENSRNOG00000053196	0	0	1
ENSRNOG00000053239	0	0	1
ENSRNOG00000053428	0	0	1
ENSRNOG00000054052	0	0	1
ENSRNOG00000054352	0	0	1
ENSRNOG00000054458	0	0	1
ENSRNOG00000054495	0	0	1
ENSRNOG00000054757	0	0	1
ENSRNOG00000055049	0	0	1
ENSRNOG00000055530	0	0	1
ENSRNOG00000056446	0	0	1
ENSRNOG00000056493	0	0	1
ENSRNOG00000056654	0	0	1
ENSRNOG00000056703	0	0	1
ENSRNOG00000056728	0	0	1
ENSRNOG00000056772	0	0	1
ENSRNOG00000056915	0	0	1
ENSRNOG00000057416	0	0	1
ENSRNOG00000057620	0	0	1
ENSRNOG00000057628	0	0	1
ENSRNOG00000057867	0	0	1
ENSRNOG00000058271	0	0	1
ENSRNOG00000058340	0	0	1
ENSRNOG00000058522	0	0	1
ENSRNOG00000058692	0	0	1
ENSRNOG00000058866	0	0	1
ENSRNOG00000058891	0	0	1
ENSRNOG00000059720	0	0	1
ENSRNOG00000060367	0	0	1
ENSRNOG00000060421	0	0	1
ENSRNOG00000060580	0	0	1
ENSRNOG00000060614	0	0	1
ENSRNOG00000061050	0	0	1
ENSRNOG00000061337	0	0	1
ENSRNOG00000061519	0	0	1
ENSRNOG00000061782	0	0	1
ENSRNOG00000062221	0	0	1
ENSRNOG00000062383	0	0	1
ENSRNOG00000062421	0	0	1
ENSRNOG00000062466	0	0	1
ENSRNOG00000062931	0	0	1
ENSRNOG00000062977	0	0	1
ENSRNOG00000063275	0	0	1
ENSRNOG00000063505	0	0	1
ENSRNOG00000063755	0	0	1
ENSRNOG00000063912	0	0	1
ENSRNOG00000064516	0	0	1
ENSRNOG00000064535	0	0	1
ENSRNOG00000064680	0	0	1
ENSRNOG00000064941	0	0	1
ENSRNOG00000064984	0	0	1
ENSRNOG00000065876	0	0	1
ENSRNOG00000065877	0	0	1
ENSRNOG00000067317	0	0	1
ENSRNOG00000068374	0	0	1
ENSRNOG00000068431	0	0	1
ENSRNOG00000068626	0	0	1
ENSRNOG00000068687	0	0	1
ENSRNOG00000069300	0	0	1
ENSRNOG00000069303	0	0	1
ENSRNOG00000069323	0	0	1
ENSRNOG00000069353	0	0	1
ENSRNOG00000069375	0	0	1
ENSRNOG00000069554	0	0	1
ENSRNOG00000070324	0	0	1
ENSRNOG00000070576	0	0	1
ENSRNOG00000071176	0	0	1
ENSRNOG00000000034	0	0	1
ENSRNOG00000000221	0	0	1
ENSRNOG00000000239	0	0	1
ENSRNOG00000000245	0	0	1
ENSRNOG00000000655	0	0	1
ENSRNOG00000001030	0	0	1
ENSRNOG00000002045	0	0	1
ENSRNOG00000002146	0	0	1
ENSRNOG00000002180	0	0	1
ENSRNOG00000002191	0	0	1
ENSRNOG00000002225	0	0	1
ENSRNOG00000002227	0	0	1
ENSRNOG00000002232	0	0	1
ENSRNOG00000002302	0	0	1
ENSRNOG00000002318	0	0	1
ENSRNOG00000002343	0	0	1
ENSRNOG00000002358	0	0	1
ENSRNOG00000002381	0	0	1
ENSRNOG00000002385	0	0	1
ENSRNOG00000002396	0	0	1
ENSRNOG00000002469	0	0	1
ENSRNOG00000002470	0	0	1
ENSRNOG00000002520	0	0	1
ENSRNOG00000002579	0	0	1
ENSRNOG00000002616	0	0	1
ENSRNOG00000002625	0	0	1
ENSRNOG00000002640	0	0	1
ENSRNOG00000002664	0	0	1
ENSRNOG00000002691	0	0	1
ENSRNOG00000002722	0	0	1
ENSRNOG00000002748	0	0	1
ENSRNOG00000002754	0	0	1
ENSRNOG00000002781	0	0	1
ENSRNOG00000002792	0	0	1
ENSRNOG00000002794	0	0	1
ENSRNOG00000002802	0	0	1
ENSRNOG00000002828	0	0	1
ENSRNOG00000002839	0	0	1
ENSRNOG00000002843	0	0	1
ENSRNOG00000002886	0	0	1
ENSRNOG00000002889	0	0	1
ENSRNOG00000002926	0	0	1
ENSRNOG00000002934	0	0	1
ENSRNOG00000003005	0	0	1
ENSRNOG00000003033	0	0	1
ENSRNOG00000003059	0	0	1
ENSRNOG00000003064	0	0	1
ENSRNOG00000003069	0	0	1
ENSRNOG00000003071	0	0	1
ENSRNOG00000003105	0	0	1
ENSRNOG00000003120	0	0	1
ENSRNOG00000003121	0	0	1
ENSRNOG00000003123	0	0	1
ENSRNOG00000003172	0	0	1
ENSRNOG00000003207	0	0	1
