gene	rTS_Plac1	e13.5_KO	e18.5_KO
ENSRNOG00000003217	0	0	1
ENSRNOG00000003220	0	0	1
ENSRNOG00000003256	0	0	1
ENSRNOG00000003259	0	0	1
ENSRNOG00000003276	0	0	1
ENSRNOG00000003280	0	0	1
ENSRNOG00000003442	0	0	1
ENSRNOG00000003510	0	0	1
ENSRNOG00000003536	0	0	1
ENSRNOG00000003542	0	0	1
ENSRNOG00000003546	0	0	1
ENSRNOG00000003553	0	0	1
ENSRNOG00000003635	0	0	1
ENSRNOG00000003649	0	0	1
ENSRNOG00000003736	0	0	1
ENSRNOG00000003740	0	0	1
ENSRNOG00000003841	0	0	1
ENSRNOG00000003873	0	0	1
ENSRNOG00000003895	0	0	1
ENSRNOG00000003901	0	0	1
ENSRNOG00000003917	0	0	1
ENSRNOG00000003931	0	0	1
ENSRNOG00000003969	0	0	1
ENSRNOG00000004063	0	0	1
ENSRNOG00000004075	0	0	1
ENSRNOG00000004112	0	0	1
ENSRNOG00000004141	0	0	1
ENSRNOG00000004168	0	0	1
ENSRNOG00000004405	0	0	1
ENSRNOG00000004430	0	0	1
ENSRNOG00000004537	0	0	1
ENSRNOG00000004686	0	0	1
ENSRNOG00000004737	0	0	1
ENSRNOG00000004805	0	0	1
ENSRNOG00000004917	0	0	1
ENSRNOG00000004932	0	0	1
ENSRNOG00000004956	0	0	1
ENSRNOG00000004998	0	0	1
ENSRNOG00000005016	0	0	1
ENSRNOG00000005093	0	0	1
ENSRNOG00000005147	0	0	1
ENSRNOG00000005177	0	0	1
ENSRNOG00000005185	0	0	1
ENSRNOG00000005214	0	0	1
ENSRNOG00000005248	0	0	1
ENSRNOG00000005302	0	0	1
ENSRNOG00000005428	0	0	1
ENSRNOG00000005569	0	0	1
ENSRNOG00000005659	0	0	1
ENSRNOG00000005700	0	0	1
ENSRNOG00000005883	0	0	1
ENSRNOG00000006019	0	0	1
ENSRNOG00000006025	0	0	1
ENSRNOG00000006248	0	0	1
ENSRNOG00000007002	0	0	1
ENSRNOG00000007159	0	0	1
ENSRNOG00000007261	0	0	1
ENSRNOG00000007377	0	0	1
ENSRNOG00000007701	0	0	1
ENSRNOG00000007864	0	0	1
ENSRNOG00000008024	0	0	1
ENSRNOG00000008045	0	0	1
ENSRNOG00000008054	0	0	1
ENSRNOG00000008078	0	0	1
ENSRNOG00000008144	0	0	1
ENSRNOG00000008178	0	0	1
ENSRNOG00000008182	0	0	1
ENSRNOG00000008215	0	0	1
ENSRNOG00000008374	0	0	1
ENSRNOG00000008422	0	0	1
ENSRNOG00000008471	0	0	1
ENSRNOG00000008711	0	0	1
ENSRNOG00000008785	0	0	1
ENSRNOG00000009063	0	0	1
ENSRNOG00000009066	0	0	1
ENSRNOG00000009073	0	0	1
ENSRNOG00000009281	0	0	1
ENSRNOG00000009313	0	0	1
ENSRNOG00000009329	0	0	1
ENSRNOG00000009530	0	0	1
ENSRNOG00000009572	0	0	1
ENSRNOG00000009625	0	0	1
ENSRNOG00000009722	0	0	1
ENSRNOG00000009745	0	0	1
ENSRNOG00000009819	0	0	1
ENSRNOG00000009870	0	0	1
ENSRNOG00000009982	0	0	1
ENSRNOG00000010076	0	0	1
ENSRNOG00000010174	0	0	1
ENSRNOG00000010188	0	0	1
ENSRNOG00000010375	0	0	1
ENSRNOG00000010597	0	0	1
ENSRNOG00000010665	0	0	1
ENSRNOG00000011205	0	0	1
ENSRNOG00000011321	0	0	1
ENSRNOG00000011452	0	0	1
ENSRNOG00000011517	0	0	1
ENSRNOG00000011841	0	0	1
ENSRNOG00000011907	0	0	1
ENSRNOG00000012178	0	0	1
ENSRNOG00000012303	0	0	1
ENSRNOG00000012331	0	0	1
ENSRNOG00000012378	0	0	1
ENSRNOG00000012473	0	0	1
ENSRNOG00000012535	0	0	1
ENSRNOG00000012840	0	0	1
ENSRNOG00000013111	0	0	1
ENSRNOG00000013280	0	0	1
ENSRNOG00000013581	0	0	1
ENSRNOG00000013659	0	0	1
ENSRNOG00000013720	0	0	1
ENSRNOG00000013780	0	0	1
ENSRNOG00000013968	0	0	1
ENSRNOG00000014212	0	0	1
ENSRNOG00000014285	0	0	1
ENSRNOG00000014496	0	0	1
ENSRNOG00000014678	0	0	1
ENSRNOG00000014683	0	0	1
ENSRNOG00000014689	0	0	1
ENSRNOG00000014712	0	0	1
ENSRNOG00000014718	0	0	1
ENSRNOG00000014837	0	0	1
ENSRNOG00000015080	0	0	1
ENSRNOG00000015158	0	0	1
ENSRNOG00000015354	0	0	1
ENSRNOG00000015382	0	0	1
ENSRNOG00000015461	0	0	1
ENSRNOG00000015669	0	0	1
ENSRNOG00000015774	0	0	1
ENSRNOG00000015906	0	0	1
ENSRNOG00000015975	0	0	1
ENSRNOG00000016196	0	0	1
ENSRNOG00000016361	0	0	1
ENSRNOG00000016962	0	0	1
ENSRNOG00000016995	0	0	1
ENSRNOG00000017188	0	0	1
ENSRNOG00000017325	0	0	1
ENSRNOG00000017409	0	0	1
ENSRNOG00000017625	0	0	1
ENSRNOG00000017631	0	0	1
ENSRNOG00000017707	0	0	1
ENSRNOG00000018105	0	0	1
ENSRNOG00000018372	0	0	1
ENSRNOG00000018709	0	0	1
ENSRNOG00000018715	0	0	1
ENSRNOG00000018740	0	0	1
ENSRNOG00000018859	0	0	1
ENSRNOG00000018931	0	0	1
ENSRNOG00000018949	0	0	1
ENSRNOG00000018980	0	0	1
ENSRNOG00000019087	0	0	1
ENSRNOG00000019243	0	0	1
ENSRNOG00000019445	0	0	1
ENSRNOG00000019476	0	0	1
ENSRNOG00000019506	0	0	1
ENSRNOG00000019587	0	0	1
ENSRNOG00000019645	0	0	1
ENSRNOG00000019659	0	0	1
ENSRNOG00000019763	0	0	1
ENSRNOG00000019778	0	0	1
ENSRNOG00000019810	0	0	1
ENSRNOG00000019830	0	0	1
ENSRNOG00000020105	0	0	1
ENSRNOG00000020355	0	0	1
ENSRNOG00000020401	0	0	1
ENSRNOG00000020625	0	0	1
ENSRNOG00000020644	0	0	1
ENSRNOG00000020684	0	0	1
ENSRNOG00000020729	0	0	1
ENSRNOG00000020879	0	0	1
ENSRNOG00000021303	0	0	1
ENSRNOG00000021316	0	0	1
ENSRNOG00000021411	0	0	1
ENSRNOG00000021435	0	0	1
ENSRNOG00000021525	0	0	1
ENSRNOG00000021536	0	0	1
ENSRNOG00000021540	0	0	1
ENSRNOG00000021731	0	0	1
ENSRNOG00000021796	0	0	1
ENSRNOG00000021962	0	0	1
ENSRNOG00000022242	0	0	1
ENSRNOG00000022305	0	0	1
ENSRNOG00000022419	0	0	1
ENSRNOG00000022598	0	0	1
ENSRNOG00000022769	0	0	1
ENSRNOG00000023533	0	0	1
ENSRNOG00000023548	0	0	1
ENSRNOG00000023557	0	0	1
ENSRNOG00000023856	0	0	1
ENSRNOG00000023937	0	0	1
ENSRNOG00000024022	0	0	1
ENSRNOG00000024159	0	0	1
ENSRNOG00000024207	0	0	1
ENSRNOG00000024390	0	0	1
ENSRNOG00000024454	0	0	1
ENSRNOG00000024632	0	0	1
ENSRNOG00000024689	0	0	1
ENSRNOG00000024730	0	0	1
ENSRNOG00000025117	0	0	1
ENSRNOG00000025670	0	0	1
ENSRNOG00000025691	0	0	1
ENSRNOG00000025882	0	0	1
ENSRNOG00000025925	0	0	1
ENSRNOG00000026087	0	0	1
ENSRNOG00000026508	0	0	1
ENSRNOG00000027194	0	0	1
ENSRNOG00000027326	0	0	1
ENSRNOG00000027511	0	0	1
ENSRNOG00000027916	0	0	1
ENSRNOG00000028043	0	0	1
ENSRNOG00000028330	0	0	1
ENSRNOG00000029658	0	0	1
ENSRNOG00000029768	0	0	1
ENSRNOG00000030021	0	0	1
ENSRNOG00000030871	0	0	1
ENSRNOG00000030988	0	0	1
ENSRNOG00000031138	0	0	1
ENSRNOG00000032307	0	0	1
ENSRNOG00000032350	0	0	1
ENSRNOG00000032659	0	0	1
ENSRNOG00000033143	0	0	1
ENSRNOG00000033280	0	0	1
ENSRNOG00000033734	0	0	1
ENSRNOG00000033765	0	0	1
ENSRNOG00000033893	0	0	1
ENSRNOG00000033923	0	0	1
ENSRNOG00000034177	0	0	1
ENSRNOG00000034200	0	0	1
ENSRNOG00000036798	0	0	1
ENSRNOG00000037402	0	0	1
ENSRNOG00000039284	0	0	1
ENSRNOG00000039698	0	0	1
ENSRNOG00000039856	0	0	1
ENSRNOG00000042041	0	0	1
ENSRNOG00000042189	0	0	1
ENSRNOG00000042201	0	0	1
ENSRNOG00000042251	0	0	1
ENSRNOG00000042445	0	0	1
ENSRNOG00000042825	0	0	1
ENSRNOG00000042915	0	0	1
ENSRNOG00000042980	0	0	1
ENSRNOG00000045775	0	0	1
ENSRNOG00000046121	0	0	1
ENSRNOG00000046202	0	0	1
ENSRNOG00000046216	0	0	1
ENSRNOG00000046231	0	0	1
ENSRNOG00000046330	0	0	1
ENSRNOG00000046377	0	0	1
ENSRNOG00000046996	0	0	1
ENSRNOG00000047046	0	0	1
ENSRNOG00000047089	0	0	1
ENSRNOG00000047218	0	0	1
ENSRNOG00000047505	0	0	1
ENSRNOG00000048053	0	0	1
ENSRNOG00000048239	0	0	1
ENSRNOG00000048282	0	0	1
ENSRNOG00000048651	0	0	1
ENSRNOG00000048771	0	0	1
ENSRNOG00000048819	0	0	1
ENSRNOG00000049361	0	0	1
ENSRNOG00000049828	0	0	1
ENSRNOG00000049876	0	0	1
ENSRNOG00000050057	0	0	1
ENSRNOG00000050974	0	0	1
ENSRNOG00000051180	0	0	1
ENSRNOG00000051487	0	0	1
ENSRNOG00000052354	0	0	1
ENSRNOG00000052940	0	0	1
ENSRNOG00000053145	0	0	1
ENSRNOG00000053945	0	0	1
ENSRNOG00000055010	0	0	1
ENSRNOG00000057703	0	0	1
ENSRNOG00000057855	0	0	1
ENSRNOG00000058260	0	0	1
ENSRNOG00000058681	0	0	1
ENSRNOG00000058739	0	0	1
ENSRNOG00000059061	0	0	1
ENSRNOG00000059140	0	0	1
ENSRNOG00000059479	0	0	1
ENSRNOG00000059624	0	0	1
ENSRNOG00000059957	0	0	1
ENSRNOG00000060615	0	0	1
ENSRNOG00000060934	0	0	1
ENSRNOG00000061152	0	0	1
ENSRNOG00000061270	0	0	1
ENSRNOG00000061424	0	0	1
ENSRNOG00000061484	0	0	1
ENSRNOG00000063437	0	0	1
ENSRNOG00000063584	0	0	1
ENSRNOG00000063752	0	0	1
ENSRNOG00000063848	0	0	1
ENSRNOG00000064480	0	0	1
ENSRNOG00000065208	0	0	1
ENSRNOG00000065863	0	0	1
ENSRNOG00000066008	0	0	1
ENSRNOG00000067369	0	0	1
ENSRNOG00000067714	0	0	1
ENSRNOG00000068182	0	0	1
ENSRNOG00000068459	0	0	1
ENSRNOG00000068472	0	0	1
ENSRNOG00000068537	0	0	1
ENSRNOG00000069587	0	0	1
ENSRNOG00000069659	0	0	1
ENSRNOG00000069992	0	0	1
ENSRNOG00000070119	0	0	1
ENSRNOG00000070553	0	0	1
ENSRNOG00000071002	0	0	1
ENSRNOG00000071105	0	0	1
ENSRNOG00000000054	0	0	1
ENSRNOG00000000262	0	0	1
ENSRNOG00000000302	0	0	1
ENSRNOG00000000307	0	0	1
ENSRNOG00000000368	0	0	1
ENSRNOG00000000387	0	0	1
ENSRNOG00000000394	0	0	1
ENSRNOG00000000408	0	0	1
ENSRNOG00000000433	0	0	1
ENSRNOG00000000451	0	0	1
ENSRNOG00000000485	0	0	1
ENSRNOG00000000487	0	0	1
ENSRNOG00000000527	0	0	1
ENSRNOG00000000536	0	0	1
ENSRNOG00000000560	0	0	1
ENSRNOG00000000563	0	0	1
ENSRNOG00000000567	0	0	1
ENSRNOG00000000568	0	0	1
ENSRNOG00000000596	0	0	1
ENSRNOG00000000699	0	0	1
ENSRNOG00000000700	0	0	1
ENSRNOG00000000708	0	0	1
ENSRNOG00000000728	0	0	1
ENSRNOG00000000815	0	0	1
ENSRNOG00000000825	0	0	1
ENSRNOG00000000860	0	0	1
ENSRNOG00000000906	0	0	1
ENSRNOG00000000917	0	0	1
ENSRNOG00000000918	0	0	1
ENSRNOG00000000937	0	0	1
ENSRNOG00000000940	0	0	1
ENSRNOG00000001070	0	0	1
ENSRNOG00000001079	0	0	1
ENSRNOG00000001159	0	0	1
ENSRNOG00000001171	0	0	1
ENSRNOG00000001193	0	0	1
ENSRNOG00000001199	0	0	1
ENSRNOG00000001205	0	0	1
ENSRNOG00000001229	0	0	1
ENSRNOG00000001249	0	0	1
ENSRNOG00000001254	0	0	1
ENSRNOG00000001255	0	0	1
ENSRNOG00000001285	0	0	1
ENSRNOG00000001294	0	0	1
ENSRNOG00000001295	0	0	1
ENSRNOG00000001302	0	0	1
ENSRNOG00000001304	0	0	1
ENSRNOG00000001416	0	0	1
ENSRNOG00000001425	0	0	1
ENSRNOG00000001476	0	0	1
ENSRNOG00000001480	0	0	1
ENSRNOG00000001528	0	0	1
ENSRNOG00000001689	0	0	1
ENSRNOG00000001704	0	0	1
ENSRNOG00000001707	0	0	1
ENSRNOG00000001711	0	0	1
ENSRNOG00000001720	0	0	1
ENSRNOG00000001730	0	0	1
ENSRNOG00000001742	0	0	1
ENSRNOG00000001750	0	0	1
ENSRNOG00000001781	0	0	1
ENSRNOG00000001795	0	0	1
ENSRNOG00000001821	0	0	1
ENSRNOG00000001843	0	0	1
ENSRNOG00000001889	0	0	1
ENSRNOG00000001915	0	0	1
ENSRNOG00000001928	0	0	1
ENSRNOG00000001953	0	0	1
ENSRNOG00000001989	0	0	1
ENSRNOG00000002013	0	0	1
ENSRNOG00000002032	0	0	1
ENSRNOG00000002041	0	0	1
ENSRNOG00000002052	0	0	1
ENSRNOG00000002072	0	0	1
ENSRNOG00000002746	0	0	1
ENSRNOG00000002976	0	0	1
ENSRNOG00000004212	0	0	1
ENSRNOG00000004489	0	0	1
ENSRNOG00000004516	0	0	1
ENSRNOG00000004752	0	0	1
ENSRNOG00000006997	0	0	1
ENSRNOG00000009288	0	0	1
ENSRNOG00000009419	0	0	1
ENSRNOG00000010352	0	0	1
ENSRNOG00000010488	0	0	1
ENSRNOG00000010712	0	0	1
ENSRNOG00000010748	0	0	1
ENSRNOG00000010890	0	0	1
ENSRNOG00000011271	0	0	1
ENSRNOG00000011416	0	0	1
ENSRNOG00000011912	0	0	1
ENSRNOG00000011921	0	0	1
ENSRNOG00000012016	0	0	1
ENSRNOG00000012030	0	0	1
ENSRNOG00000012176	0	0	1
ENSRNOG00000012181	0	0	1
ENSRNOG00000012209	0	0	1
ENSRNOG00000012216	0	0	1
ENSRNOG00000012363	0	0	1
ENSRNOG00000012450	0	0	1
ENSRNOG00000012482	0	0	1
ENSRNOG00000012597	0	0	1
ENSRNOG00000012601	0	0	1
ENSRNOG00000012779	0	0	1
ENSRNOG00000012802	0	0	1
ENSRNOG00000013014	0	0	1
ENSRNOG00000013061	0	0	1
ENSRNOG00000013116	0	0	1
ENSRNOG00000013178	0	0	1
ENSRNOG00000013330	0	0	1
ENSRNOG00000013586	0	0	1
ENSRNOG00000013707	0	0	1
ENSRNOG00000013717	0	0	1
ENSRNOG00000013777	0	0	1
ENSRNOG00000014199	0	0	1
ENSRNOG00000014257	0	0	1
ENSRNOG00000014310	0	0	1
ENSRNOG00000014320	0	0	1
ENSRNOG00000014371	0	0	1
ENSRNOG00000014376	0	0	1
ENSRNOG00000014395	0	0	1
ENSRNOG00000014538	0	0	1
ENSRNOG00000014548	0	0	1
ENSRNOG00000014603	0	0	1
ENSRNOG00000014668	0	0	1
ENSRNOG00000014702	0	0	1
ENSRNOG00000014745	0	0	1
ENSRNOG00000015139	0	0	1
ENSRNOG00000015148	0	0	1
ENSRNOG00000015253	0	0	1
ENSRNOG00000015438	0	0	1
ENSRNOG00000015591	0	0	1
ENSRNOG00000015616	0	0	1
ENSRNOG00000015751	0	0	1
ENSRNOG00000015904	0	0	1
ENSRNOG00000015957	0	0	1
ENSRNOG00000016021	0	0	1
ENSRNOG00000016066	0	0	1
ENSRNOG00000016123	0	0	1
ENSRNOG00000016208	0	0	1
ENSRNOG00000016245	0	0	1
ENSRNOG00000016467	0	0	1
ENSRNOG00000016483	0	0	1
ENSRNOG00000016538	0	0	1
ENSRNOG00000016560	0	0	1
ENSRNOG00000016581	0	0	1
ENSRNOG00000016643	0	0	1
ENSRNOG00000016672	0	0	1
ENSRNOG00000016695	0	0	1
ENSRNOG00000016696	0	0	1
ENSRNOG00000016777	0	0	1
ENSRNOG00000016889	0	0	1
ENSRNOG00000016953	0	0	1
ENSRNOG00000016955	0	0	1
ENSRNOG00000016991	0	0	1
ENSRNOG00000017045	0	0	1
ENSRNOG00000017051	0	0	1
ENSRNOG00000017084	0	0	1
ENSRNOG00000017103	0	0	1
ENSRNOG00000017146	0	0	1
ENSRNOG00000017178	0	0	1
ENSRNOG00000017231	0	0	1
ENSRNOG00000017459	0	0	1
ENSRNOG00000017503	0	0	1
ENSRNOG00000017637	0	0	1
ENSRNOG00000017644	0	0	1
ENSRNOG00000017671	0	0	1
ENSRNOG00000017741	0	0	1
ENSRNOG00000017819	0	0	1
ENSRNOG00000017828	0	0	1
ENSRNOG00000017863	0	0	1
ENSRNOG00000017932	0	0	1
ENSRNOG00000018044	0	0	1
ENSRNOG00000018087	0	0	1
ENSRNOG00000018122	0	0	1
ENSRNOG00000018233	0	0	1
ENSRNOG00000018279	0	0	1
ENSRNOG00000018343	0	0	1
ENSRNOG00000018371	0	0	1
ENSRNOG00000018400	0	0	1
ENSRNOG00000018644	0	0	1
ENSRNOG00000018651	0	0	1
ENSRNOG00000018735	0	0	1
ENSRNOG00000018764	0	0	1
ENSRNOG00000018775	0	0	1
ENSRNOG00000018905	0	0	1
ENSRNOG00000018958	0	0	1
ENSRNOG00000018992	0	0	1
ENSRNOG00000018996	0	0	1
ENSRNOG00000019036	0	0	1
ENSRNOG00000019068	0	0	1
ENSRNOG00000019093	0	0	1
ENSRNOG00000019277	0	0	1
ENSRNOG00000019387	0	0	1
ENSRNOG00000019473	0	0	1
ENSRNOG00000019490	0	0	1
ENSRNOG00000019504	0	0	1
ENSRNOG00000019643	0	0	1
ENSRNOG00000019695	0	0	1
ENSRNOG00000020054	0	0	1
ENSRNOG00000020084	0	0	1
ENSRNOG00000020095	0	0	1
ENSRNOG00000020129	0	0	1
ENSRNOG00000021693	0	0	1
ENSRNOG00000022429	0	0	1
ENSRNOG00000022957	0	0	1
ENSRNOG00000023013	0	0	1
ENSRNOG00000023587	0	0	1
ENSRNOG00000023688	0	0	1
ENSRNOG00000024101	0	0	1
ENSRNOG00000024874	0	0	1
ENSRNOG00000025001	0	0	1
ENSRNOG00000025014	0	0	1
ENSRNOG00000025031	0	0	1
ENSRNOG00000025324	0	0	1
ENSRNOG00000025612	0	0	1
ENSRNOG00000025764	0	0	1
ENSRNOG00000025791	0	0	1
ENSRNOG00000025909	0	0	1
ENSRNOG00000026211	0	0	1
ENSRNOG00000026235	0	0	1
ENSRNOG00000026328	0	0	1
ENSRNOG00000026336	0	0	1
ENSRNOG00000026407	0	0	1
ENSRNOG00000026420	0	0	1
ENSRNOG00000026870	0	0	1
ENSRNOG00000027012	0	0	1
ENSRNOG00000027125	0	0	1
ENSRNOG00000028216	0	0	1
ENSRNOG00000028243	0	0	1
ENSRNOG00000028248	0	0	1
ENSRNOG00000028380	0	0	1
ENSRNOG00000028460	0	0	1
ENSRNOG00000028586	0	0	1
ENSRNOG00000028592	0	0	1
ENSRNOG00000028598	0	0	1
ENSRNOG00000028648	0	0	1
ENSRNOG00000028670	0	0	1
ENSRNOG00000028703	0	0	1
ENSRNOG00000028774	0	0	1
ENSRNOG00000028902	0	0	1
ENSRNOG00000028997	0	0	1
ENSRNOG00000029042	0	0	1
ENSRNOG00000029047	0	0	1
ENSRNOG00000029126	0	0	1
ENSRNOG00000029178	0	0	1
ENSRNOG00000029244	0	0	1
ENSRNOG00000029662	0	0	1
ENSRNOG00000029707	0	0	1
ENSRNOG00000029939	0	0	1
ENSRNOG00000029971	0	0	1
ENSRNOG00000030371	0	0	1
ENSRNOG00000031053	0	0	1
ENSRNOG00000031163	0	0	1
ENSRNOG00000031766	0	0	1
ENSRNOG00000032690	0	0	1
ENSRNOG00000032708	0	0	1
ENSRNOG00000032745	0	0	1
ENSRNOG00000032844	0	0	1
ENSRNOG00000033087	0	0	1
ENSRNOG00000033389	0	0	1
ENSRNOG00000033615	0	0	1
ENSRNOG00000033929	0	0	1
ENSRNOG00000037757	0	0	1
ENSRNOG00000038047	0	0	1
ENSRNOG00000038106	0	0	1
ENSRNOG00000038212	0	0	1
ENSRNOG00000038319	0	0	1
ENSRNOG00000038483	0	0	1
ENSRNOG00000038766	0	0	1
ENSRNOG00000038877	0	0	1
ENSRNOG00000038955	0	0	1
ENSRNOG00000038957	0	0	1
ENSRNOG00000038999	0	0	1
ENSRNOG00000039048	0	0	1
ENSRNOG00000039079	0	0	1
ENSRNOG00000039470	0	0	1
ENSRNOG00000039472	0	0	1
ENSRNOG00000039596	0	0	1
ENSRNOG00000042137	0	0	1
ENSRNOG00000042289	0	0	1
ENSRNOG00000042353	0	0	1
ENSRNOG00000042630	0	0	1
ENSRNOG00000042692	0	0	1
ENSRNOG00000042848	0	0	1
ENSRNOG00000042975	0	0	1
ENSRNOG00000043098	0	0	1
ENSRNOG00000043186	0	0	1
ENSRNOG00000043212	0	0	1
ENSRNOG00000043350	0	0	1
ENSRNOG00000043387	0	0	1
ENSRNOG00000046258	0	0	1
ENSRNOG00000046660	0	0	1
ENSRNOG00000046780	0	0	1
ENSRNOG00000046850	0	0	1
ENSRNOG00000046973	0	0	1
ENSRNOG00000047880	0	0	1
ENSRNOG00000047924	0	0	1
ENSRNOG00000047970	0	0	1
ENSRNOG00000048273	0	0	1
ENSRNOG00000048580	0	0	1
ENSRNOG00000048824	0	0	1
ENSRNOG00000049045	0	0	1
ENSRNOG00000049282	0	0	1
ENSRNOG00000049452	0	0	1
ENSRNOG00000049942	0	0	1
ENSRNOG00000050360	0	0	1
ENSRNOG00000050869	0	0	1
ENSRNOG00000051823	0	0	1
ENSRNOG00000051993	0	0	1
ENSRNOG00000052795	0	0	1
ENSRNOG00000053895	0	0	1
ENSRNOG00000054957	0	0	1
ENSRNOG00000055000	0	0	1
ENSRNOG00000055025	0	0	1
ENSRNOG00000055281	0	0	1
ENSRNOG00000055446	0	0	1
ENSRNOG00000056001	0	0	1
ENSRNOG00000056716	0	0	1
ENSRNOG00000057367	0	0	1
ENSRNOG00000057794	0	0	1
ENSRNOG00000057832	0	0	1
ENSRNOG00000058662	0	0	1
ENSRNOG00000059207	0	0	1
ENSRNOG00000059510	0	0	1
ENSRNOG00000060141	0	0	1
ENSRNOG00000060949	0	0	1
ENSRNOG00000061160	0	0	1
ENSRNOG00000062279	0	0	1
ENSRNOG00000062487	0	0	1
ENSRNOG00000063070	0	0	1
ENSRNOG00000063531	0	0	1
ENSRNOG00000063623	0	0	1
ENSRNOG00000063811	0	0	1
ENSRNOG00000063914	0	0	1
ENSRNOG00000064186	0	0	1
ENSRNOG00000064655	0	0	1
ENSRNOG00000064875	0	0	1
ENSRNOG00000065254	0	0	1
ENSRNOG00000065480	0	0	1
ENSRNOG00000065563	0	0	1
ENSRNOG00000065643	0	0	1
ENSRNOG00000065713	0	0	1
ENSRNOG00000065771	0	0	1
ENSRNOG00000065853	0	0	1
ENSRNOG00000065935	0	0	1
ENSRNOG00000066181	0	0	1
ENSRNOG00000066247	0	0	1
ENSRNOG00000066264	0	0	1
ENSRNOG00000066314	0	0	1
ENSRNOG00000066514	0	0	1
ENSRNOG00000066981	0	0	1
ENSRNOG00000067366	0	0	1
ENSRNOG00000067441	0	0	1
ENSRNOG00000068025	0	0	1
ENSRNOG00000069198	0	0	1
ENSRNOG00000069209	0	0	1
ENSRNOG00000069480	0	0	1
ENSRNOG00000069578	0	0	1
ENSRNOG00000069877	0	0	1
ENSRNOG00000070102	0	0	1
ENSRNOG00000070206	0	0	1
ENSRNOG00000070256	0	0	1
ENSRNOG00000070500	0	0	1
