PLAC1.1KO	PLAC1.KO
PLAC1.1WT	PLAC1.WT
PLAC1.2KO	PLAC1.KO
PLAC1.2WT	PLAC1.WT
PLAC1.3KO	PLAC1.KO
PLAC1.3WT	PLAC1.WT
PLAC1.4KO	PLAC1.KO
PLAC1.4WT	PLAC1.WT
PLAC1.5KO	PLAC1.KO
PLAC1.5WT	PLAC1.WT
